Id;TipoOperacion;Region;Comuna;EstaPublicada;EstaEliminada;CodigoPropiedad;Dormitorios;Banos;AñoConstruccion;FechaPublicacionDespliegue;MetrosUtiles;MetrosConstruidos;MetrosTerreno;MetrosTerraza;PrecioDesde;PrecioHasta;PrecioPesos;PrecioUF;Latitud;Longitud;CantidadVisitas;CantidadFavoritos;CantidadInteresados;Exitosa;NombreCorredora;UriFicha
429500;Venta Nuevo;Metropolitana;Providencia;true;false;;3;2;0;28-08-2015;88.12;90.88;90.88;0.0;7190.0;7190.0;1.9819803E8;7190.0;-33.440763;-70.617252;21508;42;10562;true;;http://www.delabase.cl/
1119459;Venta Nuevo;Metropolitana;Las Condes;true;false;;3;3;0;23-11-2018;122.5;153.74;153.74;0.0;13097.0;13097.0;3.61029151E8;13097.0;-33.428947;-70.563696;208;0;17;true;;https://inmobiliaria.mpc.cl/departamentos-venta/las-condes/edificio-carlos-alvarado-6180/
721186;Venta Nuevo;Metropolitana;La Reina;true;false;;1;1;0;10-01-2017;39.77;43.33;43.33;0.0;3213.0;3213.0;8.8568883E7;3213.0;-33.455518;-70.570321;33797;83;13090;true;;
800606;Venta Nuevo;Antofagasta;Antofagasta;true;false;;3;2;0;23-05-2017;61.43;64.01;64.01;0.0;2100.0;2100.0;5.7888159E7;2100.0;-23.571748;-70.3956;15570;17;3209;true;;
198967;Venta Nuevo;Metropolitana;Lo Barnechea;true;false;;3;2;0;07-12-2012;90.39;90.39;90.39;0.0;6883.0;6883.0;1.89735332E8;6883.0;-33.330628;-70.519708;11605;38;3563;true;;
240410;Venta Nuevo;Metropolitana;Vitacura;true;false;;4;4;0;22-05-2014;242.0;280.75;280.75;0.0;20386.0;20386.0;5.61956194E8;20386.0;-33.374094;-70.525692;4680;5;1509;true;;
1040341;Venta Nuevo;Metropolitana;La Florida;true;false;;1;1;0;29-06-2018;31.75;35.9;35.9;0.0;2170.0;2170.0;5.9817764E7;2170.0;-33.523388;-70.589619;4452;11;1768;true;;https://www.convet.cl/departamentos/la-florida/proyecto-edificio-vista-walker-martinez/
199447;Venta Nuevo;Valparaiso;Viña del Mar;true;false;;2;1;0;16-03-2012;40.5;44.04;44.04;0.0;2053.0;2053.0;5.6592566E7;2053.0;-33.038215;-71.511599;48666;46;18852;true;;https://www.avellaneda.cl/proyectos/parque-mirador-ii/
953676;Venta Nuevo;Metropolitana;Ñuñoa;true;false;;2;2;0;19-02-2018;62.88;76.27;76.27;0.0;6528.0;6528.0;1.79949477E8;6528.0;-33.450495;-70.606635;7744;19;2683;true;;https://www.mpc.cl/
823208;Venta Nuevo;Metropolitana;Providencia;true;false;;2;2;0;03-07-2017;83.8;94.31;94.31;0.0;8184.0;8184.0;2.25598425E8;8184.0;-33.421918;-70.603001;13049;38;5963;true;;
718512;Venta Nuevo;Metropolitana;Vitacura;true;false;;2;2;0;05-01-2017;95.03;130.26;130.26;0.0;10463.0;10463.0;2.8842086E8;10463.0;-33.384962;-70.559583;5731;18;1592;true;;
791681;Venta Nuevo;Metropolitana;Providencia;true;false;;2;3;0;11-05-2017;90.67;113.99;113.99;0.0;8802.0;8802.0;2.42634083E8;8802.0;-33.430783;-70.594351;10034;25;5054;true;;
967794;Venta Nuevo;Metropolitana;Ñuñoa;true;false;;1;1;0;13-03-2018;42.2;50.8;50.8;0.0;3417.0;3417.0;9.4192304E7;3417.0;-33.455559;-70.621743;5695;31;3348;true;;http://www.pebal.cl/edificio_fernandez_concha.html
723483;Venta Nuevo;Metropolitana;Providencia;true;false;;2;2;0;16-01-2017;71.32;83.36;83.36;0.0;6082.0;6082.0;1.67655134E8;6082.0;-33.441066;-70.614938;18918;124;12657;true;;http://grupocoloso.cl/proyecto/manuel-montt/
1067310;Venta Nuevo;Valparaiso;Quilpué;true;false;;2;1;0;14-08-2018;46.36;47.33;47.33;0.0;1750.0;1750.0;4.8240132E7;1750.0;-33.066137;-71.418895;910;2;182;true;;http://www.pacal.cl/proyectos/altos-marga-marga-iii/
519432;Venta Nuevo;Metropolitana;Ñuñoa;true;false;;2;2;0;08-03-2016;80.36;83.34;83.34;0.0;5860.0;5860.0;1.61535529E8;5860.0;-33.447969;-70.610808;11415;69;6844;true;;
1078187;Venta Nuevo;Metropolitana;Ñuñoa;true;false;;1;1;0;03-09-2018;46.0;46.69;46.69;0.0;3918.0;3918.0;1.08002765E8;3918.0;-33.44958;-70.611163;1776;10;945;true;;
1104733;Venta Nuevo;Valparaiso;Quilpué;true;false;;2;1;0;23-10-2018;46.27;46.27;46.27;0.0;1400.0;1400.0;3.8592106E7;1400.0;-33.06968;-71.411989;553;2;182;true;;http://www.pacal.cl/proyectos/vista-marga-marga/
928422;Venta Nuevo;Metropolitana;Ñuñoa;true;false;;1;1;0;29-12-2017;33.35;36.89;36.89;0.0;2495.0;2495.0;6.8776646E7;2495.0;-33.473223;-70.618678;11850;44;3783;true;;http://www.iaconcagua.com/proyectos/edificio-neus
564838;Venta Nuevo;Antofagasta;Antofagasta;true;false;;2;2;0;05-05-2016;57.15;68.7;68.7;0.0;3500.0;3500.0;9.6480265E7;3500.0;-23.524445;-70.407031;11912;0;889;true;;http://www.iaconcagua.com/proyectos/brisas-de-costa-laguna-departamentos
563334;Venta Nuevo;Metropolitana;Santiago;true;false;;1;1;0;02-05-2016;32.18;35.0;35.0;0.0;2630.0;2630.0;7.2498027E7;2630.0;-33.433271;-70.659824;35333;71;21784;true;;
1040371;Venta Nuevo;Metropolitana;Santiago;true;false;;1;1;0;29-06-2018;26.02;26.02;26.02;0.0;2090.0;2090.0;5.7612501E7;2090.0;-33.4331849;-70.659493;4407;12;1509;true;;
914508;Venta Nuevo;Metropolitana;Santiago;true;false;;1;1;0;30-11-2017;26.2;31.14;31.14;0.0;2310.0;2310.0;6.3676974E7;2310.0;-33.4545455;-70.662183;12272;38;5282;true;;
723687;Venta Nuevo;Metropolitana;Ñuñoa;true;false;;1;1;0;17-01-2017;42.67;46.16;46.16;0.0;3680.0;3680.0;1.01442107E8;3680.0;-33.451844;-70.6288034;46053;123;15706;true;;
723690;Venta Nuevo;Metropolitana;Las Condes;true;false;;2;2;0;17-01-2017;91.21;150.25;150.25;0.0;14140.0;14140.0;3.8978027E8;14140.0;-33.3972998;-70.5615249;6971;20;1971;true;;
1020300;Venta Nuevo;Metropolitana;Ñuñoa;true;false;;1;1;0;28-05-2018;0.0;25.77;25.77;0.0;2550.0;2550.0;7.0292764E7;2550.0;-33.4515181;-70.6275024;7975;52;2841;true;;
864443;Venta Nuevo;Metropolitana;Puente Alto;true;false;;2;1;0;12-09-2017;48.67;51.07;51.07;0.0;1858.0;1858.0;5.1217237E7;1858.0;-33.596161;-70.554473;6076;20;1913;true;;http://www.iaconcagua.com/proyectos/parque-san-carlos
976579;Venta Nuevo;Metropolitana;Las Condes;true;false;;2;2;0;27-03-2018;67.51;77.78;77.78;0.0;9556.0;9556.0;2.63418689E8;9556.0;-33.414798;-70.581344;1769;5;682;true;;http://www.numancia.cl/proyecto/edificio-neveria-oriente
475472;Venta Nuevo;Metropolitana;Lo Barnechea;true;false;;5;5;0;27-11-2015;193.88;232.78;232.78;0.0;15990.0;15990.0;4.40776982E8;15990.0;-33.320599;-70.554234;6267;8;1083;true;;
959986;Venta Nuevo;Metropolitana;La Florida;true;false;;1;1;0;28-02-2018;29.04;41.59;41.59;0.0;1990.0;1990.0;5.4855922E7;1990.0;-33.524975;-70.599593;4864;16;2832;true;;
626055;Venta Nuevo;Metropolitana;La Reina;true;false;;2;2;0;14-09-2016;65.98;72.97;72.97;0.0;6083.0;6083.0;1.676827E8;6083.0;-33.433091;-70.575211;6671;18;1923;true;;https://gespania.cl/proyectos/edificio-focus/
